region,price,year,manufacturer,model,cylinders,fuel,odometer
st joseph,24988,2015.0,bmw,x5,,gas,
st joseph,12988,2012.0,gmc,acadia,,gas,
st joseph,0,2013.0,chevrolet,impala,6 cylinders,gas,119121.0
st joseph,0,2015.0,dodge,i,,diesel,0.0
st joseph,0,2011.0,chevrolet,silverado 1500,8 cylinders,gas,165029.0
st joseph,33990,2018.0,chevrolet,camaro ss coupe 2d,8 cylinders,gas,10579.0
st joseph,22990,2017.0,chevrolet,silverado 1500 regular,8 cylinders,gas,19140.0
st louis,29800,1997.0,ram,2500 laramie 4x4,,diesel,95176.0
st louis,14250,2010.0,lexus,rx,6 cylinders,hybrid,92652.0
st louis,24995,2015.0,chevrolet,tahoe,8 cylinders,other,133822.0
st louis,9750,2015.0,kia,sportage,4 cylinders,gas,122121.0
st louis,8995,2015.0,hyundai,sonata,4 cylinders,gas,115404.0
st louis,15250,2011.0,infiniti,qx,8 cylinders,gas,154667.0
st louis,9995,2008.0,toyota,4runner,6 cylinders,gas,194393.0
st louis,8495,2009.0,acura,tl,6 cylinders,gas,114227.0
st louis,15495,2018.0,nissan,altima,4 cylinders,gas,62705.0
st louis,12495,2011.0,rover,sport,8 cylinders,gas,141593.0
st louis,12495,2012.0,bmw,5 series,4 cylinders,gas,87323.0
st louis,8792,2013.0,,Scion tC,4 cylinders,gas,104375.0
st louis,12691,2011.0,gmc,yukon,8 cylinders,other,178833.0
st louis,6995,2007.0,lincoln,navigator ultimate ultimate 4dr suv,8 cylinders,gas,0.0
st louis,5500,2009.0,chevrolet,silverado 2500hd,,gas,223500.0
st louis,2000,1987.0,cadillac,eldorado biarritz,,gas,150000.0
st louis,3695,2000.0,toyota,sienna le,6 cylinders,gas,0.0
st louis,6200,2013.0,toyota,prius c,4 cylinders,hybrid,139000.0
st louis,2600,2008.0,dodge,grand caravan se,,gas,201610.0
st louis,53206,2021.0,chevrolet,silverado 1500,,gas,3.0
st louis,29490,2017.0,,Isuzu NPR HD GAS REG,8 cylinders,gas,103932.0
billings,7375,2001.0,dodge,quadcab 2500,6 cylinders,diesel,304122.0
billings,5000,2000.0,ram,2500,,diesel,310000.0
billings,11000,2004.0,ford,f150,8 cylinders,gas,168000.0
billings,5500,2011.0,ford,f-150,,gas,183024.0
billings,9800,2009.0,gmc,yukon denali,8 cylinders,gas,206000.0
billings,6200,2009.0,chevrolet,silverado 1500,6 cylinders,gas,226000.0
billings,17900,2014.0,cadillac,cts coupe awd,6 cylinders,gas,53000.0
billings,2000,2000.0,chevrolet,blazer,6 cylinders,gas,196000.0
bozeman,33951,2016.0,ford,f-150,,gas,45162.0
bozeman,30950,2016.0,ram,1500,,gas,44853.0
bozeman,35997,2016.0,ram,2500,,gas,110457.0
bozeman,28971,2017.0,chevrolet,silverado,,gas,95185.0
bozeman,8995,2013.0,honda,fit,,gas,81820.0
bozeman,33998,2012.0,ford,f-350,,diesel,103835.0
bozeman,28399,2019.0,gmc,acadia,,gas,14177.0
bozeman,12995,2011.0,acura,mdx,,gas,132000.0
butte,15000,2007.0,ram,2500,,diesel,234430.0
butte,2500,1989.0,ford,crown victoria,8 cylinders,gas,78250.0
butte,3500,2007.0,toyota,camry,,gas,210889.0
butte,2500,1965.0,gmc,,,gas,
butte,4900,2006.0,pontiac,g6,6 cylinders,gas,171650.0
butte,8000,1973.0,cadillac,sedan deville,8 cylinders,gas,89000.0
butte,6000,1996.0,toyota,t100 sr5,6 cylinders,gas,163608.0
butte,5500,2005.0,audi,a4,,gas,152869.0
eastern montana,2900,2005.0,buick,lasabre limited,,gas,197838.0
eastern montana,4495,1998.0,jeep,cherokee sport,,gas,207319.0
eastern montana,6998,1997.0,ford,f-150 xlt 4x4,8 cylinders,gas,180660.0
eastern montana,38998,2018.0,ram,1500 big horn crew cab shor,6 cylinders,diesel,35410.0
eastern montana,25998,2019.0,jeep,cherokee latitude plus,6 cylinders,gas,17070.0
eastern montana,39998,2019.0,chevrolet,silverado work truck,8 cylinders,gas,14319.0
eastern montana,30998,2015.0,ram,1500 sport crew cab short b,8 cylinders,gas,84074.0
great falls,39998,2018.0,ram,1500 laramie crew cab short,8 cylinders,gas,44978.0
great falls,3800,2006.0,pontiac,grand prix gt,6 cylinders,gas,141000.0
great falls,31998,2017.0,toyota,tacoma trd sport extende,6 cylinders,gas,53042.0
great falls,38998,2019.0,chevrolet,colorado z71 crew cab,,gas,6815.0
great falls,20998,2017.0,nissan,maxima sv,,gas,73055.0
great falls,13998,2015.0,buick,encore base,4 cylinders,gas,43157.0
great falls,13998,2016.0,chrysler,200 limited,4 cylinders,gas,48398.0
great falls,39998,2019.0,chevrolet,traverse premier,6 cylinders,gas,20598.0
great falls,22998,2017.0,chevrolet,traverse lt,6 cylinders,gas,81871.0
great falls,15998,2013.0,honda,odyssey ex-l,6 cylinders,gas,99270.0
great falls,35998,2017.0,ram,1500,8 cylinders,gas,82835.0
great falls,17998,2014.0,toyota,venza xle,,gas,88186.0
great falls,33498,2018.0,chevrolet,traverse lt,6 cylinders,gas,37917.0
helena,21991,2015.0,honda,crv exl 4wd,4 cylinders,gas,
helena,3781,2005.0,nissan,sentra 1.8s,4 cylinders,gas,
helena,37000,2018.0,toyota,4runner,6 cylinders,gas,43100.0
helena,13371,2014.0,subaru,legacy 2.5i limited awd,4 cylinders,gas,
helena,7995,2012.0,ford,fusion se,4 cylinders,gas,100496.0
helena,4981,2007.0,toyota,camry le,4 cylinders,gas,
helena,10000,2013.0,dodge,charger,8 cylinders,gas,115000.0
helena,29988,1940.0,ford,unique,8 cylinders,diesel,1.0
kalispell,5500,2004.0,,hummer h2,8 cylinders,gas,260000.0
kalispell,50000,2017.0,chevrolet,3500 duramax,,diesel,76188.0
kalispell,15500,2012.0,ford,explorer limited,,gas,97000.0
kalispell,26500,2018.0,toyota,camry,6 cylinders,gas,26600.0
kalispell,5600,2007.0,subaru,outback,,gas,155000.0
kalispell,23998,2017.0,chevrolet,impala premier,6 cylinders,gas,44401.0
kalispell,28998,2018.0,jeep,cherokee trailhawk,6 cylinders,gas,28740.0
kalispell,31998,2017.0,ram,1500 big horn crew cab shor,8 cylinders,gas,83797.0
kalispell,29988,1940.0,ford,unique,8 cylinders,diesel,1.0
kalispell,4500,1968.0,,international scout,,gas,
kalispell,6800,2006.0,dodge,dakota,,gas,175816.0
kalispell,37998,2018.0,jeep,wrangler unlimited sport,6 cylinders,gas,18500.0
kalispell,16488,2015.0,subaru,forester,4 cylinders,gas,94483.0
kalispell,34998,2017.0,jeep,wrangler unlimited,6 cylinders,gas,56051.0
kalispell,26998,2019.0,ram,1500 classic,8 cylinders,gas,7292.0
kalispell,37498,2017.0,audi,a6 prestige,6 cylinders,gas,38868.0
kalispell,24498,2018.0,jeep,cherokee latitude plus,6 cylinders,gas,39929.0
kalispell,29998,2015.0,ram,1500 laramie crew cab short,6 cylinders,diesel,63039.0
kalispell,26998,2015.0,ram,1500 outdoorsman crew cab s,6 cylinders,diesel,76589.0
kalispell,14998,2008.0,chevrolet,suburban ltz,8 cylinders,gas,124644.0
kalispell,4200,2005.0,jeep,liberty renegade,6 cylinders,gas,148853.0
kalispell,2899,2002.0,dodge,durango sport,,gas,130411.0
kalispell,12987,2014.0,subaru,outback,4 cylinders,gas,131156.0
missoula,4900,2014.0,nissan,versa sv,,gas,70000.0
missoula,21750,2013.0,gmc,sierra 2500,8 cylinders,gas,91250.0
missoula,16380,2017.0,chevrolet,malibu,4 cylinders,gas,41972.0
missoula,12180,2015.0,subaru,legacy,4 cylinders,gas,154070.0
missoula,23980,2014.0,audi,a7,6 cylinders,gas,101425.0
asheville,48857,2016.0,ram,2500 laramie,,diesel,126030.0
asheville,45924,2015.0,chevrolet,silverado 3500 high co,,diesel,136527.0
asheville,11800,2004.0,ford,excursion,,diesel,
asheville,46943,2015.0,ford,f250 super duty platinum,,diesel,143000.0
asheville,6200,2001.0,mazda,miata,4 cylinders,gas,106000.0
asheville,34929,2015.0,ford,f150 platinum,,gas,126789.0
asheville,45992,2015.0,ford,f250 super duty lariat,,diesel,101548.0
asheville,46923,2015.0,ford,f250 super duty platinum,,diesel,139359.0
asheville,0,2016.0,ford,escape,4 cylinders,gas,113055.0
asheville,39924,2015.0,gmc,sierra 1500 denali,,gas,97056.0
asheville,37895,2016.0,gmc,sierra 1500 slt,,gas,93819.0
asheville,14900,2016.0,ford,transit,,gas,0.0
boone,34146,2018.0,jeep,wrangler unlimited sport,6 cylinders,gas,10490.0
boone,32166,2018.0,chevrolet,colorado z71,6 cylinders,gas,29115.0
boone,32183,2019.0,gmc,acadia denali,6 cylinders,gas,45623.0
boone,0,2014.0,kia,soul,4 cylinders,gas,123096.0
boone,26285,2018.0,subaru,outback,4 cylinders,gas,31878.0
boone,31915,2019.0,ford,explorer sport,6 cylinders,gas,46393.0
boone,24990,2017.0,toyota,tacoma double cab sr,,gas,23424.0
boone,26040,2017.0,cadillac,xt5 luxury,6 cylinders,gas,35327.0
boone,26406,2017.0,buick,enclave premium group,6 cylinders,gas,68172.0
boone,24727,2019.0,subaru,outback 2.5i,,gas,17130.0
boone,24706,2017.0,gmc,terrain denali,6 cylinders,gas,25928.0
boone,18487,2017.0,gmc,terrain sle-1,,gas,36446.0
charlotte,19950,2002.0,aston-martin,martin db7,12 cylinders,gas,52800.0
charlotte,6994,2016.0,chevrolet,sonic lt,,gas,130122.0
charlotte,6982,2014.0,dodge,dart sxt,,gas,122905.0
charlotte,8388,2010.0,toyota,rav 4 4x4,,gas,153128.0
charlotte,1800,1999.0,buick,lesabre,6 cylinders,gas,146278.0
charlotte,5795,2009.0,chevrolet,malibu lt,4 cylinders,gas,122474.0
charlotte,54900,1969.0,,Camaro Rally Sport,8 cylinders,gas,42700.0
charlotte,13900,2011.0,bmw,335i,6 cylinders,gas,60500.0
charlotte,33950,2018.0,jeep,grand cherokee overland,6 cylinders,gas,29500.0
greensboro,44900,2019.0,gmc,sierra 1500,8 cylinders,gas,27500.0
greensboro,13998,1954.0,ford,coupe,,gas,65636.0
greensboro,5700,1969.0,chevrolet,el camino,,gas,49019.0
greensboro,15000,2016.0,ford,mustang,6 cylinders,gas,97000.0
greensboro,8500,1983.0,ford,mustang,8 cylinders,gas,126085.0
greensboro,3995,2009.0,honda,accord,6 cylinders,gas,151000.0
greensboro,7000,2005.0,infiniti,g35 coupe,6 cylinders,gas,139000.0
greensboro,0,2015.0,ford,f-250 super duty,8 cylinders,diesel,111139.0
greensboro,0,1966.0,chevrolet,c10,,,3911.0
greensboro,3000,1999.0,mercury,grand marquis,8 cylinders,gas,160000.0
greensboro,35990,2020.0,ram,1500 classic crew cab slt,8 cylinders,gas,7071.0
greensboro,25990,2013.0,toyota,tundra double cab pickup,8 cylinders,gas,70385.0
greensboro,805,2004.0,honda,odyssey,6 cylinders,gas,
greensboro,0,2019.0,nissan,kicks,4 cylinders,gas,11732.0
greensboro,3800,2001.0,chevrolet,blazer lt,6 cylinders,gas,241000.0
greensboro,30990,2019.0,ford,ranger supercrew xlt pickup,,gas,6428.0
greensboro,0,2019.0,ford,f-250 super duty,8 cylinders,other,87604.0
greensboro,0,2016.0,honda,hr-v,4 cylinders,gas,84674.0
greensboro,0,2017.0,ram,pickup 1500,8 cylinders,gas,37446.0


































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































