region,price,year,manufacturer,model,cylinders,fuel,odometer
east oregon,28971,2013.0,toyota,tacoma,6 cylinders,gas,58319.0
east oregon,51000,2016.0,ford,super duty f-350 srw,8 cylinders,diesel,95730.0
east oregon,8000,1998.0,dodge,2500,,diesel,212000.0
east oregon,4200,1995.0,jeep,wrangler yj,4 cylinders,gas,200000.0
"east oregon,19997,2014.0,volkswagen,""touareg tdi lux every service done at dealer 10k/20/30/40/50/60k* 57k original msrp* 19"""" wheels* pirelli tires* lux package* tinted windows* heated seats* local washington trade in*"",6 cylinders,diesel,78878.0"
east oregon,8000,1995.0,ford,f-350 cummins,6 cylinders,diesel,158000.0
east oregon,14500,2017.0,ford,fusion s sedan,4 cylinders,gas,14038.0
east oregon,8500,1976.0,chevrolet,k10 4x4,,gas,87000.0
east oregon,9000,2012.0,kia,sportage,,gas,72000.0
east oregon,1000,2003.0,ford,windstar sel,,gas,118438.0
east oregon,25995,2017.0,ford,f-150,8 cylinders,gas,144220.0
east oregon,7800,2002.0,chevrolet,silverado,8 cylinders,gas,164000.0
east oregon,43887,2016.0,ford,mustang,8 cylinders,gas,13280.0
east oregon,45987,2019.0,ford,super duty f-350 srw,8 cylinders,gas,8544.0
east oregon,25000,2017.0,infiniti,qx30,4 cylinders,gas,14209.0
east oregon,57995,2017.0,gmc,sierra 3500hd,8 cylinders,diesel,69730.0
east oregon,11995,2007.0,chevrolet,avalanche,8 cylinders,gas,143344.0
east oregon,11995,2008.0,rover,sport,8 cylinders,gas,97638.0
east oregon,16995,2016.0,nissan,rogue,4 cylinders,gas,35272.0
east oregon,5995,2009.0,toyota,venza,4 cylinders,gas,144913.0
east oregon,60995,2017.0,ford,super duty f-350 srw,8 cylinders,diesel,23116.0
east oregon,58932,2019.0,gmc,sierra 1500,8 cylinders,gas,11179.0
east oregon,45995,2016.0,ford,super duty f-350 srw,8 cylinders,diesel,46750.0
east oregon,4500,2004.0,subaru,outback sedan,6 cylinders,gas,164000.0
east oregon,14500,2009.0,dodge,dakota 4x4,6 cylinders,gas,100180.0
"east oregon,24997,2003.0,toyota,""land cruiser old man emu lift* 35"""" yokohoma geolander tires* black rhino wheels* heated seats* navi* tyger xl basket*timing belt and water pump done 3 times!"",8 cylinders,gas,325988.0"
east oregon,7100,2006.0,ford,f250 lariat,8 cylinders,diesel,264500.0
east oregon,31995,2008.0,ram,3500,6 cylinders,diesel,106230.0
east oregon,28995,2012.0,ford,super duty f-250,8 cylinders,diesel,201650.0
east oregon,21702,2017.0,nissan,rogue,4 cylinders,hybrid,43147.0
east oregon,8200,2014.0,volkswagen,jetta,,gas,47779.0
east oregon,6000,1987.0,porsche,924s,4 cylinders,gas,95000.0
"east oregon,24997,2003.0,toyota,""land cruiser old man emu lift* 35"""" yokohoma geolander tires* black rhino wheels* heated seats* navi* tyger xl basket*timing belt and water pump done 3 times!"",8 cylinders,gas,325988.0"
east oregon,4500,1985.0,gmc,sierra 2500 classic,8 cylinders,gas,71000.0
east oregon,41995,2019.0,chevrolet,silverado 1500,8 cylinders,gas,39475.0
east oregon,46995,2016.0,ford,super duty f-350 srw,8 cylinders,diesel,109940.0
east oregon,25000,2017.0,ford,explorer,6 cylinders,gas,54599.0
east oregon,41388,2019.0,tesla,model 3,10 cylinders,electric,3939.0
east oregon,12588,2016.0,mazda,mazda3,4 cylinders,gas,72176.0
east oregon,7288,2005.0,volkswagen,gti,4 cylinders,gas,94555.0
east oregon,22500,2018.0,subaru,forester,4 cylinders,gas,52355.0
east oregon,22500,2018.0,subaru,forester,4 cylinders,gas,52355.0
east oregon,2995,1998.0,nissan,maxima,6 cylinders,gas,237000.0
east oregon,26995,2018.0,toyota,camry,4 cylinders,hybrid,50000.0
east oregon,17995,2008.0,ford,f-150,8 cylinders,gas,86238.0
east oregon,42995,2017.0,ford,f-150,6 cylinders,gas,53302.0
east oregon,5995,2010.0,,Suzuki Kizashi,4 cylinders,gas,116270.0
east oregon,6995,2009.0,mini,cooper hardtop,4 cylinders,gas,75265.0
east oregon,12995,2008.0,rover,sport,8 cylinders,gas,97638.0
east oregon,10995,2011.0,bmw,3-series,6 cylinders,gas,100500.0
east oregon,6995,2011.0,chevrolet,cruze,4 cylinders,gas,84631.0
east oregon,23500,1985.0,jeep,cj7,6 cylinders,gas,
east oregon,0,2019.0,nissan,sentra,4 cylinders,gas,18613.0
east oregon,22995,2011.0,gmc,sierra 1500 crew cab,8 cylinders,other,52331.0
east oregon,13998,2019.0,hyundai,elantra,4 cylinders,gas,43040.0
east oregon,19495,2016.0,chrysler,300,6 cylinders,gas,52717.0
east oregon,18995,2010.0,ford,f150 supercrew cab,8 cylinders,other,76843.0
east oregon,13000,2019.0,nissan,sentra,4 cylinders,gas,28339.0
east oregon,20295,2013.0,ford,f150 supercrew cab,8 cylinders,other,84777.0
east oregon,24595,2013.0,chevrolet,silverado 1500 crew cab,8 cylinders,other,90220.0
east oregon,24001,2019.0,subaru,crosstrek,4 cylinders,gas,13308.0
east oregon,17495,2011.0,chevrolet,silverado 1500 crew cab,8 cylinders,other,132894.0
east oregon,19162,2012.0,gmc,yukon xl 1500,8 cylinders,other,95685.0
east oregon,14965,2017.0,ford,fusion,4 cylinders,gas,30980.0
east oregon,11849,2016.0,volkswagen,jetta,4 cylinders,gas,50349.0
east oregon,16995,2014.0,gmc,acadia,6 cylinders,gas,68878.0
east oregon,22990,2014.0,ram,1500 crew cab,8 cylinders,gas,137431.0
east oregon,6999,2004.0,chevrolet,tahoe,8 cylinders,other,179759.0
east oregon,13995,2014.0,volkswagen,passat,5 cylinders,gas,53310.0
east oregon,34000,2015.0,ram,3500 crew cab,6 cylinders,diesel,111819.0
east oregon,0,2013.0,ram,1500 quad cab,8 cylinders,gas,78189.0
east oregon,16000,2002.0,ford,f350 super duty crew cab,8 cylinders,diesel,179356.0
east oregon,0,2016.0,chevrolet,silverado 1500,8 cylinders,gas,40450.0
east oregon,30500,2013.0,gmc,sierra 3500 hd crew cab,8 cylinders,diesel,196069.0
east oregon,0,2016.0,toyota,tacoma double cab,6 cylinders,gas,60500.0
east oregon,37995,2012.0,ford,f250 super duty crew cab,8 cylinders,diesel,81986.0
east oregon,29995,2017.0,ford,explorer,6 cylinders,gas,42727.0
east oregon,16488,2014.0,honda,odyssey,6 cylinders,gas,95614.0
east oregon,5988,2009.0,ford,focus,4 cylinders,gas,74561.0
east oregon,35553,2015.0,chevrolet,tahoe,8 cylinders,gas,90845.0
east oregon,23995,2011.0,jeep,wrangler unlimited,6 cylinders,gas,93175.0
east oregon,7300,2013.0,kia,forte,4 cylinders,gas,49020.0
east oregon,644,2015.0,ram,3500 tradesman,6 cylinders,diesel,130307.0
east oregon,757,2015.0,ram,5500hd,6 cylinders,diesel,60857.0
east oregon,628,2011.0,ford,f-350sd,8 cylinders,diesel,94331.0
east oregon,531,2013.0,ram,2500,6 cylinders,diesel,128445.0
east oregon,1079,2018.0,ford,f-350sd,8 cylinders,diesel,54057.0
east oregon,258,2013.0,ram,1500,6 cylinders,gas,178420.0
east oregon,467,2015.0,gmc,sierra 2500hd,8 cylinders,gas,133041.0
east oregon,370,2005.0,ford,f-350sd,8 cylinders,diesel,91208.0
east oregon,402,2008.0,ford,f-250sd,8 cylinders,diesel,137138.0
east oregon,435,2013.0,ram,1500,8 cylinders,gas,106023.0
east oregon,322,2005.0,chevrolet,silverado 2500hd lt,8 cylinders,gas,101637.0
east oregon,467,2007.0,ram,2500,6 cylinders,diesel,104392.0
east oregon,596,2017.0,toyota,tacoma,6 cylinders,gas,32400.0
east oregon,129,2003.0,dodge,dakota,8 cylinders,gas,164634.0
east oregon,23495,2012.0,jeep,wrangler unlimited,6 cylinders,gas,103028.0
east oregon,500,1991.0,toyota,camry,4 cylinders,gas,
east oregon,32000,2017.0,rover,evoque,4 cylinders,gas,43345.0
east oregon,62995,2019.0,ford,super duty f-350 drw,8 cylinders,diesel,44659.0
east oregon,0,2017.0,ford,f-150 lariat 1 owner* adaptive cruise control * blindspot* bed cover* pano roof* sony sound system* new tires*,6 cylinders,gas,39984.0
east oregon,19997,2004.0,lexus,gx 470 1 owner* 100k miles* amazing condition* mark levinson sound*lowest mile gx470 available!,8 cylinders,gas,100602.0
east oregon,7995,2009.0,audi,a4,4 cylinders,gas,127320.0
east oregon,219500,2018.0,ferrari,488 spider,8 cylinders,gas,7846.0
east oregon,104950,2018.0,porsche,911,6 cylinders,gas,3507.0
east oregon,4995,2006.0,volkswagen,gti,4 cylinders,gas,157642.0
east oregon,7995,2011.0,toyota,camry,4 cylinders,gas,90011.0
east oregon,7995,2014.0,chrysler,200-series,4 cylinders,gas,79583.0
east oregon,10895,2016.0,ford,fusion,4 cylinders,gas,86050.0
east oregon,10995,2016.0,kia,forte,4 cylinders,gas,44199.0
east oregon,30995,2015.0,ram,1500,8 cylinders,gas,81815.0
east oregon,12500,2005.0,ford,f-150,8 cylinders,gas,152000.0
east oregon,6997,2011.0,nissan,sentra 2.0 s bluetooth * back up camera * 2 owner clean title* 34+ mpg*,4 cylinders,gas,117036.0
east oregon,25000,1977.0,chevrolet,c10,,other,34842.0
east oregon,48995,2019.0,toyota,tundra,8 cylinders,gas,12940.0
east oregon,2500,1966.0,ford,f-350,8 cylinders,gas,
east oregon,15997,2011.0,honda,pilot ex timing belt and water pump done* awd* lifted* michellin tires*,6 cylinders,gas,135327.0
east oregon,15500,2004.0,ram,2500,6 cylinders,diesel,171000.0
east oregon,72995,2020.0,chevrolet,silverado 2500hd,8 cylinders,diesel,14250.0
east oregon,2500,2003.0,mercury,sable,,gas,
east oregon,2600,2003.0,ford,focus,,gas,
east oregon,24000,2018.0,gmc,terrain,4 cylinders,gas,62464.0
east oregon,31995,2014.0,jeep,wrangler unlimited,6 cylinders,gas,43338.0
east oregon,3500,1991.0,chevrolet,sport van,8 cylinders,gas,140000.0
east oregon,10500,2007.0,chevrolet,suburban,8 cylinders,gas,168000.0
east oregon,49500,2019.0,chevrolet,suburban 1500 lt,8 cylinders,gas,49500.0
east oregon,32995,2017.0,ford,f-150,6 cylinders,gas,50311.0
east oregon,10500,2005.0,chevrolet,silverado,8 cylinders,gas,189000.0
east oregon,1,2020.0,,VARIOUS,,other,20000.0
east oregon,4200,1993.0,chevrolet,g20 van,,gas,
east oregon,51995,2019.0,toyota,tundra,8 cylinders,gas,12932.0
east oregon,39000,2014.0,ford,f150 tuscany,8 cylinders,gas,
east oregon,4000,2010.0,toyota,yaris,4 cylinders,gas,175540.0
east oregon,19995,2011.0,ford,super duty f-350 srw,8 cylinders,gas,129652.0
east oregon,39995,2019.0,ford,super duty f-250,8 cylinders,gas,47300.0
east oregon,16561,2017.0,chevrolet,equinox,6 cylinders,gas,81840.0
east oregon,2995,1998.0,nissan,maxima,6 cylinders,gas,237000.0
east oregon,26995,2018.0,toyota,camry,4 cylinders,hybrid,50000.0
east oregon,17995,2008.0,ford,f-150,8 cylinders,gas,86238.0
east oregon,24997,2000.0,porsche,911 carrera 1 owner * 64 detailed records available* black on black on black* 6 speed manual*,6 cylinders,gas,79200.0
"east oregon,34997,2015.0,infiniti,""qx80 1-owner*theatre pkg*driver's assistance pkg*22""""wheel pkg w/new pirelli tires*fresh full service*california car*zero accidents or issues"",8 cylinders,gas,74738.0"
east oregon,15295,2014.0,chevrolet,camaro,6 cylinders,gas,96897.0
east oregon,0,2016.0,gmc,yukon xl,8 cylinders,gas,106905.0
east oregon,0,2016.0,ford,f150 super cab,6 cylinders,other,81752.0
east oregon,0,2011.0,ram,1500 crew cab,8 cylinders,gas,55558.0
east oregon,28995,2018.0,honda,pilot,6 cylinders,gas,25398.0
east oregon,19995,2012.0,ford,f150 supercrew cab,8 cylinders,other,98759.0
east oregon,0,2011.0,gmc,sierra 1500 extended cab,8 cylinders,other,91762.0
east oregon,0,2013.0,ford,f150 supercrew cab,6 cylinders,gas,111377.0
east oregon,13759,2017.0,ford,escape,4 cylinders,gas,72859.0
east oregon,17895,2017.0,chevrolet,traverse,6 cylinders,gas,95165.0
east oregon,0,2017.0,chevrolet,impala,4 cylinders,gas,75303.0
east oregon,16659,2018.0,honda,civic,4 cylinders,gas,38091.0
east oregon,9995,2015.0,mitsubishi,outlander sport,4 cylinders,gas,118814.0
east oregon,9950,2012.0,chrysler,300,6 cylinders,other,107892.0
east oregon,10650,2017.0,kia,forte,4 cylinders,gas,43804.0
east oregon,0,2020.0,toyota,corolla,4 cylinders,gas,34549.0
east oregon,16995,2018.0,chevrolet,equinox,4 cylinders,gas,33260.0
east oregon,0,2011.0,jeep,wrangler,6 cylinders,gas,109555.0
east oregon,0,2015.0,nissan,sentra,4 cylinders,gas,65565.0
east oregon,13550,2016.0,,Scion iM,4 cylinders,gas,28612.0
east oregon,0,2014.0,dodge,dart,4 cylinders,gas,38091.0
east oregon,0,2015.0,honda,accord,6 cylinders,gas,67176.0
east oregon,14950,2014.0,jeep,grand cherokee,6 cylinders,other,149006.0
east oregon,22999,2013.0,ford,f150 supercrew cab,6 cylinders,gas,106151.0
east oregon,12995,2014.0,jeep,cherokee,4 cylinders,gas,84345.0
east oregon,47995,2017.0,ford,super duty f-250,8 cylinders,diesel,76581.0
east oregon,22495,2013.0,ram,1500,8 cylinders,gas,101108.0
east oregon,22378,2017.0,nissan,pathfinder,6 cylinders,gas,76511.0
east oregon,6995,2007.0,audi,q7,6 cylinders,gas,155168.0
east oregon,5995,2003.0,chevrolet,silverado 1500,8 cylinders,gas,211077.0
east oregon,13995,2009.0,bmw,x6,8 cylinders,gas,104811.0
east oregon,9995,2011.0,mercedes-benz,c300,6 cylinders,gas,121423.0
east oregon,10495,2011.0,infiniti,g25 sedan,6 cylinders,gas,103493.0
east oregon,9995,2010.0,honda,accord crosstour,6 cylinders,gas,139204.0
east oregon,9495,2012.0,dodge,journey,6 cylinders,gas,92379.0
east oregon,16997,2010.0,lexus,rx 350 like new condition*all services done @lexus dealer w/records*prem&comfort pkgs*nav*0-accidents*non smoker*2-keys,6 cylinders,gas,126010.0
east oregon,23997,2012.0,lexus,rx 350 2-owner*prem & comfort pkg*nav*remote start*only 49k mls*no accidents*2-keys*dealer serviced with records*50k service done*intuitive oarking assist,6 cylinders,gas,49968.0
east oregon,28995,2018.0,ford,f-150,6 cylinders,gas,69485.0
east oregon,0,2011.0,jeep,wrangler,6 cylinders,gas,94373.0
east oregon,12997,2013.0,ford,focus st local car*zero accidents*st2 package*touch navigation*moon roof*clear bra since new*new tires*recaro seats*immaculate,4 cylinders,gas,107120.0
east oregon,0,2019.0,nissan,sentra,4 cylinders,gas,21743.0
east oregon,15500,2016.0,jeep,cherokee,4 cylinders,gas,43081.0
east oregon,14800,2017.0,mazda,mazda3,4 cylinders,gas,77893.0
east oregon,0,2016.0,honda,civic,4 cylinders,gas,42311.0
east oregon,42997,2019.0,toyota,tacoma trd off-road 6 speed manual* 1 owner* bilstien lift fornt and rear* black rhino wheels* trd pro front * blind spot monitor*,6 cylinders,gas,32031.0
east oregon,18495,2017.0,nissan,maxima,6 cylinders,gas,57639.0
east oregon,17995,2018.0,mazda,mazda6,4 cylinders,gas,45757.0
east oregon,14399,2016.0,toyota,camry,4 cylinders,gas,82204.0
east oregon,0,2018.0,jeep,compass,4 cylinders,gas,41307.0
east oregon,6995,2013.0,mini,cooper,4 cylinders,gas,64206.0
east oregon,28745,2014.0,gmc,sierra 1500 crew cab,6 cylinders,other,40102.0
east oregon,29550,2013.0,chevrolet,silverado 1500 crew cab,8 cylinders,other,43680.0
east oregon,24985,2011.0,ford,f150 supercrew cab,8 cylinders,gas,78196.0
east oregon,14995,2016.0,dodge,grand caravan passenger,6 cylinders,other,45479.0
east oregon,19995,2007.0,ram,2500 quad cab,8 cylinders,gas,57815.0
east oregon,29995,2013.0,ram,1500 crew cab,8 cylinders,gas,97734.0
east oregon,16250,2018.0,nissan,rogue,4 cylinders,gas,61279.0
east oregon,18995,2016.0,ford,mustang,4 cylinders,gas,35354.0
east oregon,0,2019.0,nissan,sentra,4 cylinders,gas,18613.0
east oregon,22995,2011.0,gmc,sierra 1500 crew cab,8 cylinders,other,52331.0
east oregon,13998,2019.0,hyundai,elantra,4 cylinders,gas,43040.0
east oregon,0,2016.0,chrysler,300,6 cylinders,gas,52717.0
east oregon,18995,2010.0,ford,f150 supercrew cab,8 cylinders,other,76843.0
east oregon,25595,2013.0,chevrolet,tahoe,8 cylinders,other,69371.0
east oregon,0,2019.0,nissan,sentra,4 cylinders,gas,28339.0
east oregon,20295,2013.0,ford,f150 supercrew cab,8 cylinders,other,84777.0
east oregon,23000,2018.0,volkswagen,tiguan,4 cylinders,gas,23807.0
east oregon,55995,2019.0,gmc,sierra 1500,8 cylinders,gas,19965.0
east oregon,3000,2000.0,toyota,sienna le,6 cylinders,gas,215000.0
east oregon,6000,2005.0,nissan,titan,,gas,
east oregon,35995,2015.0,ford,f-150,6 cylinders,gas,79328.0
east oregon,3495,2003.0,mercedes-benz,c230,4 cylinders,gas,137380.0
east oregon,9995,1999.0,ford,f250 super duty 4x4,10 cylinders,gas,127255.0
east oregon,4850,1990.0,ford,f250 super duty sc,8 cylinders,gas,99320.0
east oregon,10850,2003.0,chevrolet,silverado 2500hd sc,8 cylinders,gas,109380.0
east oregon,73995,2019.0,ford,super duty f-350 srw,8 cylinders,diesel,15969.0
east oregon,4200,2010.0,chevrolet,malibu,,gas,190000.0
east oregon,628,2017.0,gmc,sierra 1500,8 cylinders,gas,72231.0
east oregon,660,2012.0,ram,2500,6 cylinders,diesel,88789.0
east oregon,563,2011.0,chevrolet,silverado 2500hd,8 cylinders,diesel,139055.0
east oregon,853,2016.0,ford,f-350sd,8 cylinders,diesel,54798.0
east oregon,499,2010.0,ford,f-350sd lariat,8 cylinders,diesel,67442.0
east oregon,926,2016.0,gmc,sierra 3500hd,8 cylinders,diesel,51719.0
east oregon,523,2012.0,gmc,sierra 2500hd,8 cylinders,diesel,144378.0
east oregon,623,2013.0,ram,3500,6 cylinders,diesel,79490.0
east oregon,886,2016.0,ford,f-350sd,8 cylinders,diesel,65188.0
east oregon,942,2019.0,gmc,sierra 3500hd,8 cylinders,diesel,37027.0
east oregon,290,2013.0,ram,1500,8 cylinders,gas,104440.0
east oregon,419,2015.0,ford,f-250sd,8 cylinders,gas,103895.0
east oregon,628,2017.0,ford,f-150,6 cylinders,gas,70935.0
east oregon,402,2007.0,chevrolet,silverado 2500hd,8 cylinders,diesel,29910.0
east oregon,628,2017.0,gmc,sierra 1500,8 cylinders,gas,72231.0
east oregon,877,2017.0,ford,f-350sd,8 cylinders,diesel,71943.0
east oregon,660,2012.0,ram,2500,6 cylinders,diesel,88789.0
east oregon,668,2019.0,toyota,tundra,8 cylinders,gas,83072.0
east oregon,563,2011.0,chevrolet,silverado 2500hd,8 cylinders,diesel,139055.0
east oregon,668,2013.0,ram,3500,6 cylinders,diesel,132570.0
east oregon,853,2016.0,ford,f-350sd,8 cylinders,diesel,54798.0
east oregon,386,2006.0,ram,3500 slt,6 cylinders,diesel,161889.0
east oregon,499,2010.0,ford,f-350sd lariat,8 cylinders,diesel,67442.0
east oregon,483,2017.0,chevrolet,silverado 1500,6 cylinders,gas,25836.0
east oregon,926,2016.0,gmc,sierra 3500hd,8 cylinders,diesel,51719.0
east oregon,338,2004.0,ford,f-350sd xlt,8 cylinders,diesel,146159.0
east oregon,523,2012.0,gmc,sierra 2500hd,8 cylinders,diesel,144378.0
east oregon,402,2007.0,ram,2500,6 cylinders,diesel,176760.0
east oregon,623,2013.0,ram,3500,6 cylinders,diesel,79490.0
east oregon,620,2018.0,ram,5500hd,8 cylinders,diesel,45102.0
east oregon,886,2016.0,ford,f-350sd,8 cylinders,diesel,65188.0
east oregon,580,2008.0,ram,2500 slt,6 cylinders,diesel,89469.0
east oregon,942,2019.0,gmc,sierra 3500hd,8 cylinders,diesel,37027.0
east oregon,446,2016.0,ram,1500,8 cylinders,gas,56514.0
east oregon,419,2015.0,ford,f-250sd,8 cylinders,gas,103895.0
east oregon,676,2014.0,ford,f-250sd platinum,8 cylinders,diesel,131832.0
east oregon,402,2007.0,chevrolet,silverado 2500hd,8 cylinders,diesel,29910.0
east oregon,483,2017.0,ford,f-150,6 cylinders,gas,72966.0
east oregon,877,2017.0,ford,f-350sd,8 cylinders,diesel,71943.0
east oregon,346,2013.0,ford,f-150,6 cylinders,gas,90468.0
east oregon,668,2019.0,toyota,tundra,8 cylinders,gas,83072.0
east oregon,668,2013.0,ram,3500,6 cylinders,diesel,132570.0
east oregon,386,2006.0,ram,3500 slt,6 cylinders,diesel,161889.0
east oregon,483,2017.0,chevrolet,silverado 1500,6 cylinders,gas,25836.0
east oregon,338,2004.0,ford,f-350sd xlt,8 cylinders,diesel,146159.0
east oregon,4850,1990.0,ford,f250 super-cab,8 cylinders,gas,99320.0
east oregon,10850,2003.0,chevrolet,silverado 2500hd 4x4,8 cylinders,gas,109380.0
east oregon,19997,2002.0,toyota,4runner sr5 full custom build* timing belt and water pump * color key paint matched badging& full black out package* bilstein suspension* black rhino wheels* tyger xl roof basket*,6 cylinders,gas,176146.0
east oregon,26995,2018.0,toyota,camry,4 cylinders,hybrid,50000.0
east oregon,17995,2008.0,ford,f-150,8 cylinders,gas,86238.0
east oregon,54995,2019.0,gmc,sierra 1500,8 cylinders,gas,13850.0
east oregon,3995,2003.0,mercedes-benz,c230,4 cylinders,gas,138735.0
east oregon,9995,1999.0,ford,f250 superduty v10,10 cylinders,gas,127255.0
east oregon,40900,2019.0,chevrolet,silverado 2500hd,8 cylinders,diesel,64000.0
east oregon,7950,1995.0,,Freightliner Model F70,,diesel,303145.0
east oregon,9997,2013.0,toyota,corolla s clean title clean carfax* sunroof* bluetooth* amazing condition* zero rust*,4 cylinders,gas,110615.0
east oregon,14997,2016.0,chevrolet,equinox lt heated seats* one owner* all services at dealer* michellin tires*,4 cylinders,gas,75314.0
east oregon,35000,2018.0,gmc,sierra 1500,8 cylinders,gas,18580.0
east oregon,41995,2014.0,ram,3500,6 cylinders,diesel,92440.0
